"symptom","category","subcategory","question","question_korean","id","source","is_relevant","labeler"
"폐경후골다공증","Review of systems","fractures","Have you had any fractures, especially after minor falls or injuries?","경미한 낙상이나 부상 후 골절이 발생한 적이 있습니까?",625,"gpt-4-turbo",NA,NA
"폐경후골다공증","Review of systems","height loss","Have you noticed a decrease in height over time?","시간이 지남에 따라 키가 줄어든 것을 알아차린 적이 있습니까?",626,"gpt-4-turbo",NA,NA
"폐경후골다공증","Review of systems","posture changes","Have you observed any changes in your posture, such as becoming more stooped?","자세에 변화가 있는지, 예를 들어 더 굽은 자세가 되었는지 관찰한 적이 있습니까?",627,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물[우측] C73","Details of the complaint","location","Do you feel any lumps or swelling on the right side of your neck?","목 오른쪽 부분에 혹이나 부종을 느낀 적이 있습니까?",628,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물[우측] C73","Details of the complaint","severity","Have you experienced any pain or discomfort in your neck?","목에 통증이나 불편함을 느낀 적이 있습니까?",629,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물[우측] C73","Details of the complaint","associated symptoms","Have you observed any changes in your voice or difficulty swallowing?","목소리 변화나 삼키는 데 어려움을 겪은 적이 있습니까?",630,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물[우측] C73","Review of systems","endocrine","Have you noticed any unusual weight loss, heat intolerance, or excessive sweating?","이상한 체중 감소, 열을 견디지 못하는 증상 또는 과도한 발한을 경험한 적이 있습니까?",631,"gpt-4-turbo",NA,NA
"갑상선의 악성 신생물[우측] C73","Review of systems","neurological","Have you experienced any nervousness, anxiety, or tremors recently?","최근에 긴장감, 불안, 또는 떨림을 느낀 적이 있습니까?",632,"gpt-4-turbo",NA,NA
"기타 및 상세불명의 원발성 고혈압 I109","Details of the complaint","severity","How would you rate your blood pressure levels recently?","최근 혈압 수준을 어떻게 평가하시겠습니까?",633,"gpt-4-turbo",NA,NA
"기타 및 상세불명의 원발성 고혈압 I109","Review of systems","cardiovascular","Have you experienced any chest pain or discomfort?","가슴 통증이나 불편함을 느낀 적이 있습니까?",634,"gpt-4-turbo",NA,NA
"기타 및 상세불명의 원발성 고혈압 I109","Review of systems","urinary","Have you noticed any changes in your urination patterns?","배뇨 패턴에 변화가 있었습니까?",635,"gpt-4-turbo",NA,NA
"기타 및 상세불명의 원발성 고혈압 I109","Review of systems","head","Have you had any severe headaches or felt dizziness?","심한 두통이나 어지럼증이 있었습니까?",636,"gpt-4-turbo",NA,NA
"폐암 C34.99, 만성 폐쇄성 폐질환 J44.99","Details of the complaint","location","Do you feel any pain or discomfort in your chest?","가슴에 통증이나 불편함을 느끼십니까?",637,"gpt-4-turbo",NA,NA
"폐암 C34.99, 만성 폐쇄성 폐질환 J44.99","Details of the complaint","associated symptoms","Have you experienced any recent changes in your cough or a new wheezing sound?","기침이나 새로운 쌕쌕거림 소리에 최근 변화가 있었습니까?",638,"gpt-4-turbo",NA,NA
"폐암 C34.99, 만성 폐쇄성 폐질환 J44.99","Review of systems","respiratory","Have you noticed any shortness of breath during daily activities or at rest?","일상생활이나 휴식 중 호흡곤란을 느낀 적이 있습니까?",639,"gpt-4-turbo",NA,NA
"폐암 C34.99, 만성 폐쇄성 폐질환 J44.99","Review of systems","general","Have you experienced unexplained weight loss or fatigue recently?","최근에 설명할 수 없는 체중 감소나 피로를 경험하셨습니까?",640,"gpt-4-turbo",NA,NA
"폐암 C34.99, 만성 폐쇄성 폐질환 J44.99","Review of systems","digestive","Are you experiencing any difficulties swallowing?","삼키는 데 어려움을 겪고 계십니까?",641,"gpt-4-turbo",NA,NA
"폐암 C34.99, 만성 폐쇄성 폐질환 J44.99","Review of systems","neurological","Have you noticed any changes in your voice or frequent hoarseness?","목소리 변화나 자주 쉰 목소리가 나는 증상을 느꼈습니까?",642,"gpt-4-turbo",NA,NA
"남성 불임[의증] 분류기호 N46","Details of the complaint","severity","Have you experienced any changes in semen volume or consistency?","정액의 양이나 일관성에 변화가 있었습니까?",643,"gpt-4-turbo",NA,NA
"남성 불임[의증] 분류기호 N46","Details of the complaint","associated symptoms","Have you noticed any pain, discomfort, or swelling in your testicles?","고환에 통증, 불편함 또는 부종을 느꼈던 적이 있습니까?",644,"gpt-4-turbo",NA,NA
"남성 불임[의증] 분류기호 N46","Review of systems","endocrine","Have you experienced symptoms of hormonal imbalance such as fatigue, mood swings, or weight changes?","피로, 기분 변화 또는 체중 변화와 같은 호르몬 불균형 증상을 경험한 적이 있습니까?",645,"gpt-4-turbo",NA,NA
"남성 불임[의증] 분류기호 N46","Lifestyle details","environmental exposures","Have you been exposed to toxic chemicals, radiation, or extreme temperatures?","독성 화학물질, 방사선 또는 극단적 온도에 노출된 적이 있습니까?",646,"gpt-4-turbo",NA,NA
"남성 불임[의증] 분류기호 N46","Past medical history","infections","Have you had any past infections that may have affected your reproductive health?","생식 건강에 영향을 줄 수 있는 과거 감염병이 있었습니까?",647,"gpt-4-turbo",NA,NA
"남성 불임[의증] 분류기호 N46","Past medical history","chronic diseases","Do you have any chronic illnesses such as diabetes or kidney disease?","당뇨병이나 신장 질환과 같은 만성 질환이 있습니까?",648,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","neurological","Have you experienced any changes in your vision?","시력 변화를 경험하셨습니까?",649,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","neurological","Have you had any episodes of seizures?","간질 발작이 있었습니까?",650,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","cognitive","Have you noticed any memory loss or difficulty concentrating?","기억력 상실이나 집중력 저하를 느끼셨습니까?",651,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","sensory","Have you experienced any unusual smells or tastes?","평소와 다른 냄새나 맛을 경험하셨습니까?",652,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","headache","Have you been having frequent headaches?","자주 두통이 있으십니까?",653,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","muscular","Have you noticed any weakness in your arms or legs?","팔이나 다리에 약함을 느끼셨습니까?",654,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","mood","Have there been any recent changes in your mood or behavior?","최근 기분이나 행동에 변화가 있었습니까?",655,"gpt-4-turbo",NA,NA
"Meningioma","Review of systems","sleep","Have you experienced any changes in your sleep patterns?","수면 패턴에 변화가 있었습니까?",656,"gpt-4-turbo",NA,NA
"거대신낭종","Details of the complaint","location","Do you feel pain or discomfort in the area of your kidneys?","신장 부위에 통증이나 불편함을 느끼십니까?",657,"gpt-4-turbo",NA,NA
"거대신낭종","Details of the complaint","severity","How severe is the pain or discomfort on a scale from 1 to 10?","1부터 10까지의 척도로 통증 또는 불편함의 정도를 어떻게 평가하시겠습니까?",658,"gpt-4-turbo",NA,NA
"거대신낭종","Details of the complaint","timing","Does the pain or discomfort occur at specific times or is it constant?","통증이나 불편함이 특정 시간에 발생하나요, 아니면 지속적입니까?",659,"gpt-4-turbo",NA,NA
"거대신낭종","Review of systems","urinary system","Have you noticed changes in the color, frequency, or amount of your urine?","소변의 색, 빈도 또는 양에 변화가 있었습니까?",660,"gpt-4-turbo",NA,NA
"거대신낭종","Review of systems","general health","Have you experienced recent weight loss or gain without trying?","노력하지 않고 최근에 체중이 감소하거나 증가한 적이 있습니까?",661,"gpt-4-turbo",NA,NA
"거대신낭종","Review of systems","gastrointestinal","Have you had any nausea or vomiting?","메스꺼움이나 구토가 있었습니까?",662,"gpt-4-turbo",NA,NA
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Cervical Cancer Screening","When was your last Pap test for cervical cancer screening? What were the results?","자궁경부암 검사를 마지막으로 언제하셨나요? 결과는 어땠나요?",663,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Breast Ultrasound","Have you ever had a breast ultrasound? When was it done and what were the results?","유방 초음파를 촬영하신적이 있으신가요? 촬영 시점과 결과는 어땠나요?",664,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Menstrual Cycle Regularity","Is your menstrual cycle regular?","생리주기는 규칙적이신 편이었나요?",665,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Menstrual Cycle Duration","How long does your menstrual period usually last?","한번 생리를 할 때 기간은 어느정도인가요?",666,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Menstrual Flow Quantity","How heavy is your menstrual flow? Please describe it as usual, light, or heavy.","한번 생리를 할 때 양은 어느정도인가요? 보통, 적은 편, 많은 편과 같이 말씀주시면 됩니다.",667,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Menstrual Pain","Do you have severe menstrual cramps?","생리통은 심한 편인가요?",668,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Pregnancy History","Including the current pregnancy, how many times have you been pregnant?","출산과 상관 없이 현재 임신 포함 총 임신 수가 어떻게 되나요?",669,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Delivery History Post 20 Weeks","How many deliveries have you had after 20 weeks, regardless of the newborn's survival?","신생아의 생존유무와 상관 없이 20주 이후 분만 경험 수가 어떻게 되나요?",670,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Living Children from Birth","How many of your children born alive are still living?","출산하여 생존한 자녀의 수가 어떻게 되나요?",671,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Deceased Children from Birth","How many of your children born alive have passed away?","출산하여 사망한 자녀의 수가 어떻게 되나요?",672,"신촌세브란스",1,"정윤빈 교수"
"기타 정상임신의 관리, 임신 22주 이상 ~ 34주 미만","Medical history","Early Pregnancy Loss or Low Birth Weight","How many times have you had a pregnancy loss before 20 weeks or delivered a baby weighing less than 500 grams?","임신 20주 이전 또는 신생아 몸무게가 500g 이하 출산의 수가 어떻게 되나요?",673,"신촌세브란스",1,"정윤빈 교수"
